topology,amplitude,sample,mode_index,coefficient_x,coefficient_y,q_norm_sq,c_mech_x,c_mech_y,c_mech_2d,dominant_raw_feature_name,dominant_product_degree,dominant_factor_indices,dominant_drive_channel,dominant_frequency_hz,dominant_decay_time_s,dominant_phase,dominant_raw_feature_loading
topology_10_prestress,amp=2.5,sample_2,14,23.45671272277832,2.6141209602355957,1.0,0.00010955280623555377,4.076958279367891e-05,0.00010733139265673968,u_f=5.8200Hz_Td=0.200s_sin * u_f=5.8200Hz_Td=5.000s_sin,2,1 9,u*u,5.82*5.82,0.2*5.0,sin*sin,0.3824441134929657
topology_10_prestress,amp=2.5,sample_2,15,33.40520095825195,-7.36148738861084,1.0,0.00022218635586169022,0.0003233077039911483,0.00022545215709347737,u_f=5.8200Hz_Td=0.200s_sin * u_f=5.8200Hz_Td=5.000s_sin,2,1 9,u*u,5.82*5.82,0.2*5.0,sin*sin,-0.31135672330856323
topology_10_prestress,amp=2.5,sample_2,16,-178.061279296875,42.286014556884766,1.0,0.006312889494186981,0.010667887288340047,0.006453537907441592,u_f=5.8200Hz_Td=0.200s_cos * u_f=5.8200Hz_Td=5.000s_cos,2,0 8,u*u,5.82*5.82,0.2*5.0,cos*cos,0.33100953698158264
topology_10_prestress,amp=2.5,sample_2,17,48.708900451660156,-0.9176622033119202,0.9999999403953552,0.0004723955900211047,5.024010881597293e-06,0.0004573014214099224,u_f=5.8200Hz_Td=0.200s_sin * u_f=5.8200Hz_Td=5.000s_cos,2,1 8,u*u,5.82*5.82,0.2*5.0,sin*cos,0.2630675435066223
topology_10_prestress,amp=2.5,sample_2,18,-215.5590057373047,42.907623291015625,1.0,0.00925170022194038,0.01098383061019043,0.009307640868106619,u_f=5.8200Hz_Td=0.200s_sin,1,1,u,5.82,0.2,sin,-0.5678188800811768
topology_10_prestress,amp=2.5,sample_2,19,157.68685913085938,-51.09990310668945,0.9999999403953552,0.004950854787751057,0.015578478382428861,0.005294083066136303,u_f=5.8200Hz_Td=0.200s_cos,1,0,u,5.82,0.2,cos,0.6045369505882263
topology_10_prestress,amp=2.5,sample_2,20,-87.60723876953125,17.329532623291016,1.0,0.0015281612862412942,0.0017916724202409037,0.0015366716057922541,u_f=5.8200Hz_Td=0.200s_sin * u_f=5.8200Hz_Td=0.200s_sin,2,1 1,u*u,5.82*5.82,0.2*0.2,sin*sin,-0.35961195826530457
topology_10_prestress,amp=2.5,sample_3,0,72.0268783569336,-6.269575119018555,1.0,0.0010621219307908106,0.00020590405431756756,0.0010299164164035534,u_f=5.8200Hz_Td=1.000s_cos * u_f=5.8200Hz_Td=1.000s_sin,2,4 5,u*u,5.82*5.82,1.0*1.0,cos*sin,0.16471052169799805
topology_10_prestress,amp=2.5,sample_3,1,-300.5094299316406,39.468082427978516,1.0,0.018488488173211103,0.008159822856953727,0.018099988950543582,u_f=5.8200Hz_Td=1.000s_sin * u_f=5.8200Hz_Td=5.000s_sin,2,5 9,u*u,5.82*5.82,1.0*5.0,sin*sin,-0.2033495157957077
topology_10_prestress,amp=2.5,sample_3,2,1615.95361328125,-243.47842407226562,0.9999999403953552,0.5346172216900309,0.3105343277652827,0.5261886370242246,u_f=5.8200Hz_Td=0.200s_cos,1,0,u,5.82,0.2,cos,0.3381538987159729
