sample,H,D,number_of_terms,selected_alpha,validation_nmse_2d,train_nmse_x,test_nmse_x,train_nmse_y,test_nmse_y,train_nmse_2d,test_nmse_2d,num_train_rows,num_test_rows,terms_per_train_row
sample_0,18,2,209,1.0,1.2768815417860708,0.32584252999386004,0.41401254549555466,0.5647626281183489,1.1649171409539898,0.3711354544932801,0.49179436423439826,299,299,0.6989966555183946
sample_0,19,2,230,1.0,1.3477715782767743,0.3097482724233131,0.4689604023264392,0.5304560037562863,1.1832674433456711,0.35158861440448064,0.5429512942779227,299,299,0.7692307692307693
sample_0,20,2,252,1.0,1.331682349261539,0.3011563143379412,0.508019666988475,0.5085359286156609,1.1861363341741378,0.3404699982261235,0.5782618096119634,299,299,0.842809364548495
sample_1,0,1,1,1.0,0.8318367373749587,0.5311610774081189,0.287908040898624,0.9845861054540146,0.9315311931557784,0.6150614808041361,0.3575777911354075,299,299,0.0033444816053511705
sample_1,1,1,2,0.01,0.8205342883132909,0.5267560108534226,0.27816516441408623,0.9613138327171368,0.9320655600148819,0.607165283165514,0.3489473870259904,299,299,0.006688963210702341
sample_1,2,1,3,0.01,0.8169637986322323,0.4980276296225733,0.25874790646354706,0.9543413825544522,0.9348208250548228,0.5824625539829017,0.3319302200812652,299,299,0.010033444816053512
sample_1,3,1,4,0.01,0.8050078586745074,0.49516188341206474,0.2620161595580375,0.9350155020796421,0.9322707305532208,0.5765510740362583,0.334568659250652,299,299,0.013377926421404682
sample_1,4,1,5,0.01,0.789000844138071,0.48138154581162423,0.2708897815181968,0.9227041136038548,0.9400161949000521,0.5630425463635976,0.343320162454094,299,299,0.016722408026755852
sample_1,5,1,6,0.01,0.7511360824351727,0.4593025145485391,0.27063296749020005,0.9202354193708513,0.9426906326672103,0.5445921528813742,0.34338064524758893,299,299,0.020066889632107024
sample_1,6,1,7,0.01,0.747979603231642,0.4544497706715986,0.27110548370487264,0.8788141737057709,0.9401965702761408,0.5329728834228279,0.34353204064832676,299,299,0.023411371237458192
sample_1,7,1,8,0.01,0.7472992983370721,0.43972944381268847,0.26011109141581623,0.8737318845439668,0.9387756431700887,0.5200359500704874,0.33357393943404223,299,299,0.026755852842809364
sample_1,8,1,9,0.01,0.7392752071801646,0.4397003243515871,0.2606068787972269,0.8486070081853385,0.9554014963385393,0.5153631872350779,0.33581574488634564,299,299,0.030100334448160536
sample_1,9,1,10,0.01,0.7384483910515821,0.43921632450165876,0.26132305119493104,0.8299132898126931,0.9624265646330299,0.5115097158401661,0.33721483119082474,299,299,0.033444816053511704
sample_1,10,1,11,0.01,0.7403230399587829,0.43919037081458334,0.2612909365998019,0.8241901155989275,0.9634162804649397,0.510429565602703,0.33729332584023053,299,299,0.03678929765886288
sample_1,11,1,12,0.01,0.7307653390506406,0.4376016045181304,0.2611940486956428,0.7971071971598997,0.963191810609174,0.5041234380740752,0.3371826276766485,299,299,0.04013377926421405
sample_1,12,1,13,1.0,0.7287780292584249,0.4469146669788198,0.266197694369227,0.8029339259381922,0.9290026529398927,0.5127913998362285,0.33794380194378854,299,299,0.043478260869565216
sample_1,13,1,14,1.0,0.7385254506351421,0.44667209206082514,0.2632678816763316,0.8005929026850626,0.928098475930835,0.5121605343499291,0.3352332565840655,299,299,0.046822742474916385
sample_1,14,1,15,1.0,0.708596479098249,0.4359782108293116,0.2700295064394244,0.7555637807551697,0.9290436135984061,0.4951133634517459,0.34136526881414214,299,299,0.05016722408026756
sample_1,15,1,16,1.0,0.6896026454980891,0.430906869832858,0.27535782966720845,0.756099082170118,0.9339890887490655,0.4910794587036643,0.3466521501984835,299,299,0.05351170568561873
sample_1,16,1,17,1.0,0.6874347519349373,0.42935519374975195,0.27429075030581807,0.7229551283391857,0.9193760517625376,0.48368204256808495,0.34411877261405405,299,299,0.056856187290969896
sample_1,17,1,18,1.0,0.690652926633982,0.42612113082403713,0.27076007723398404,0.7155256927889103,0.9137347086419618,0.47967168051059467,0.3403596275635284,299,299,0.06020066889632107
sample_1,18,1,19,1.0,0.6920851525284367,0.4261388610715076,0.27071680048146607,0.7102013721932089,0.9149673475931555,0.47870093373765077,0.3404544638171834,299,299,0.06354515050167224
sample_1,19,1,20,1.0,0.6868298860244066,0.42214517968828924,0.2730830367802657,0.6855519671963499,0.9104335025718944,0.47088517938442065,0.34207379264303667,299,299,0.06688963210702341
sample_1,20,1,21,1.0,0.6986952769808807,0.4193702436973481,0.27337508404346605,0.6840850327328359,0.9087923399982474,0.46835227206196006,0.34215657731831395,299,299,0.07023411371237458
sample_1,0,2,2,1.0,0.8338800931564652,0.5276093225399099,0.31323429854482365,0.9827378717263933,0.9514876757497246,0.6118249403639993,0.3823227911226706,299,299,0.006688963210702341
sample_1,1,2,5,0.01,0.8238787632104618,0.5194412344000706,0.3048627842666642,0.9594373146415635,0.9447372153621274,0.6008567856854111,0.3741267497424019,299,299,0.016722408026755852
sample_1,2,2,9,1.0,0.8171187980688995,0.5072241484319046,0.2999166754558567,0.9486229566985778,0.930739645675355,0.5888992562919556,0.36820085483114856,299,299,0.030100334448160536
sample_1,3,2,14,1e-10,0.8062074611892984,0.47274100128193486,0.28460239293718137,0.9240370281548064,0.9400646680347016,0.5562474607044199,0.3555536830446458,299,299,0.046822742474916385
sample_1,4,2,20,1e-10,0.7845648441879275,0.4522641578810403,0.2960930493144685,0.8920515487507044,0.976175413849188,0.533641093912705,0.36970937015596034,299,299,0.06688963210702341
sample_1,5,2,27,0.0001,0.7833678028466587,0.4261166719369128,0.30301835807249755,0.8650825019443252,1.026017583174138,0.5073415888176849,0.3812802653043459,299,299,0.0903010033444816
sample_1,6,2,35,1.0,0.817017252336854,0.46258891554844095,0.3101003260129924,0.8815992091870272,0.9405754953602975,0.5401213200009864,0.37834685727103945,299,299,0.11705685618729098
sample_1,7,2,44,1.0,0.88410141100586,0.44306330239574154,0.29965294941196424,0.8573038546921494,0.929977857415279,0.5197131282565668,0.36788321545290475,299,299,0.14715719063545152
sample_1,8,2,54,1.0,0.96803240719925,0.43822490819452176,0.2980422679311677,0.8373103557373761,0.9438296033270183,0.512070479054665,0.3679462827344307,299,299,0.1806020066889632
sample_1,9,2,65,1.0,1.0115999279110006,0.43081527487475535,0.30862833697379316,0.8072685315481681,0.9462187718546545,0.5004730532086122,0.377645068574778,299,299,0.21739130434782608
sample_1,10,2,77,1.0,1.0383231553470085,0.4245195879392079,0.3196884394761058,0.7937085512318957,0.9812836467663193,0.492833203275145,0.3913035960908356,299,299,0.25752508361204013
sample_1,11,2,90,1.0,1.0559281342016407,0.41902998182674117,0.3203957103398464,0.762216766033139,1.0189678088383007,0.48253223215286156,0.3960134743281246,299,299,0.3010033444816054
sample_1,12,2,104,1.0,1.0989699390109766,0.4044494529221567,0.3161136889695587,0.7442017745438714,1.0128912316461078,0.4673162006216458,0.39153719913794277,299,299,0.34782608695652173
sample_1,13,2,119,1.0,1.1939771478568548,0.3998681033345432,0.3176053586375581,0.7285979438527338,1.0333561224247567,0.460695284283613,0.3950826475914483,299,299,0.3979933110367893
sample_1,14,2,135,1.0,1.1850887156700856,0.38016556245588007,0.34355245876154283,0.6785530817056976,1.0685874414851415,0.4353782915398657,0.42203472898774147,299,299,0.451505016722408
sample_1,15,2,152,1.0,1.1352137514509992,0.368880633008167,0.3729662923926581,0.6574054407905651,1.0988848305512289,0.42226839562688867,0.45154420412314233,299,299,0.5083612040133779
sample_1,16,2,170,1.0,1.1626976411515477,0.3636566747038852,0.37183114449299687,0.6182926467993491,1.1107178847042574,0.41077374909657605,0.451812814610454,299,299,0.568561872909699
