topology,amplitude,frequency_set_type,frequency_set_label,refined_frequency_hz,drive_channels,number_drive_channels,K,filter_length_s,num_samples,selected_frequencies_hz,mechanical_degree,number_linear_features_mean,number_linear_features_std,number_candidate_features_mean,number_candidate_features_std,number_raw_features_mean,number_raw_features_std,validation_nmse_x_mean,validation_nmse_x_std,validation_nmse_y_mean,validation_nmse_y_std,validation_nmse_2d_mean,validation_nmse_2d_std,condition_number_mean,condition_number_std
topology_17_prestress,amp=1,refined_single,refined_5.9200Hz,5.92,u,1,1,3.0,4,5.92,2,10.0,0.0,65.0,0.0,65.0,0.0,0.35539188873973904,0.005406805420885773,0.6182775974160113,0.020045481553748735,0.3835973483670081,0.0037225482464213868,47.07258415222168,0.20842601522100593
topology_17_prestress,amp=1,refined_single,refined_5.9300Hz,5.930000000000001,u,1,1,3.0,4,5.93,2,10.0,0.0,65.0,0.0,65.0,0.0,0.36061832344103395,0.005643917368201611,0.6284614970507979,0.021020769380369248,0.389354759492609,0.003927260656460862,47.41326332092285,0.19806500083098266
topology_17_prestress,amp=1,refined_single,refined_5.9400Hz,5.94,u,1,1,3.0,4,5.94,2,10.0,0.0,65.0,0.0,65.0,0.0,0.3656532981054996,0.005925918922228823,0.6436466578983391,0.02208039941943555,0.39547881377310623,0.004194412305293139,47.351266860961914,0.19484767920642568
topology_17_prestress,amp=1,refined_single,refined_5.9500Hz,5.95,u,1,1,3.0,4,5.95,2,10.0,0.0,65.0,0.0,65.0,0.0,0.3701853999453485,0.0062118765773258346,0.6638436856033418,0.023418676346340015,0.4016923095690254,0.004466837511129518,46.9061336517334,0.1996347662792434
topology_17_prestress,amp=1,refined_single,refined_5.9600Hz,5.960000000000001,u,1,1,3.0,4,5.96,2,10.0,0.0,65.0,0.0,65.0,0.0,0.37351095238012266,0.0064442883774697675,0.6883611268970851,0.02512940517268891,0.4072926799283057,0.004679834888579613,46.12349033355713,0.21108173763563834
topology_17_prestress,amp=1,refined_single,refined_5.9700Hz,5.970000000000001,u,1,1,3.0,4,5.97,2,10.0,0.0,65.0,0.0,65.0,0.0,0.3749182850000992,0.006593940303147669,0.7155452654757112,0.02714463392084093,0.41146707993910653,0.004810403728614225,45.06101131439209,0.2268877068903336
topology_17_prestress,amp=1,refined_single,refined_5.9800Hz,5.98,u,1,1,3.0,4,5.98,2,10.0,0.0,65.0,0.0,65.0,0.0,0.37427777723271616,0.006669989123615982,0.7431990784045561,0.029269713303066002,0.41386399190341766,0.0048796026808013955,43.78327465057373,0.24414039797139042
topology_17_prestress,amp=1,refined_single,refined_5.9900Hz,5.99,u,1,1,3.0,4,5.99,2,10.0,0.0,65.0,0.0,65.0,0.0,0.37210136210248895,0.006690722055682057,0.7692993268417853,0.03129428046073749,0.41472323457927635,0.004912269345102419,42.35588455200195,0.260128411067308
topology_17_prestress,amp=1,refined_single,refined_6.0000Hz,6.0,u,1,1,3.0,4,6,2,10.0,0.0,65.0,0.0,65.0,0.0,0.3690976606711304,0.006665813184619462,0.7924305158685041,0.03308616776407369,0.4145253794340232,0.00491517603410899,40.83645725250244,0.27326292883751674
topology_17_prestress,amp=1,refined_single,refined_6.0100Hz,6.010000000000001,u,1,1,3.0,4,6.01,2,10.0,0.0,65.0,0.0,65.0,0.0,0.3658071081053413,0.006598519749949481,0.8118911679826997,0.03460784771985564,0.4136774642045234,0.004883262975372801,39.26948642730713,0.28387510016983347
